uid,random_state,k,final_k,allow_explanations,num_prompts,temperature,selection_style,prompt_style,embedding_level,title_threshold,min_sim_quantile,model,usage,unmatched_count,like_example_size,like_feedback_size,like_eval_size,dislike_example_size,dislike_feedback_size,dislike_eval_size,recall_final,precision_final,ndcg_final,ils_final,ap_final,dq_final
267,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,148,78,10,121,65,0.0769230769230769,0.15,0.1528909509244886,0.779999780602543,0.1988276152382189,0.0
22035,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,148,78,10,20,14,0.2307692307692307,0.5,0.4153678134631938,0.77530658539491,0.3499000973226979,0.0
22035,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,148,78,10,20,14,0.2307692307692307,0.5,0.4153678134631938,0.77530658539491,0.3499000973226979,0.0
22035,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,148,78,10,20,14,0.2307692307692307,0.5,0.4153678134631938,0.77530658539491,0.3499000973226979,0.0
13014,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,149,79,10,23,16,0.1518987341772152,0.5,0.4585364876767381,0.7806183890341458,0.4843916474392481,0.0
13014,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,149,79,10,23,16,0.1518987341772152,0.5,0.4585364876767381,0.7806183890341458,0.4843916474392481,0.0
13014,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,149,79,10,23,16,0.1518987341772152,0.5,0.4585364876767381,0.7806183890341458,0.4843916474392481,0.0
31193,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,79,10,45,27,0.1392405063291139,0.2,0.2954686934501196,0.7773600334647658,0.3685540641848691,0.0
31193,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,79,10,45,27,0.1392405063291139,0.2,0.2954686934501196,0.7773600334647658,0.3685540641848691,0.0
31193,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,79,10,45,27,0.1392405063291139,0.2,0.2954686934501196,0.7773600334647658,0.3685540641848691,0.0
