uid,random_state,k,final_k,allow_explanations,num_prompts,temperature,selection_style,prompt_style,embedding_level,title_threshold,min_sim_quantile,model,usage,unmatched_count,like_example_size,like_feedback_size,like_eval_size,dislike_example_size,dislike_feedback_size,dislike_eval_size,recall_final,precision_final,ndcg_final,ils_final,ap_final,dq_final
5978,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,516,0,10,140,74,10,55,32,0.2837837837837837,0.6,0.6370090083532501,0.7886206473009078,0.6769347190477221,0.0
5978,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,516,0,10,140,74,10,55,32,0.2837837837837837,0.6,0.6370090083532501,0.7886206473009078,0.6769347190477221,0.0
17307,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,499,0,10,140,74,10,14,11,0.2972972972972973,0.6,0.5931831474282775,0.7966105446423744,0.5621568631746651,0.0
11188,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,477,0,10,139,74,10,26,17,0.3378378378378378,0.8,0.7167682196154922,0.7906596925456303,0.6853680063916133,0.0
29421,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,500,0,10,140,74,10,82,46,0.1216216216216216,0.2,0.2224100852252931,0.7915651924154781,0.2922661853969903,0.0
29421,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,500,0,10,140,74,10,82,46,0.1216216216216216,0.2,0.2224100852252931,0.7915651924154781,0.2922661853969903,0.0
29421,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,501,0,10,140,74,10,82,46,0.1216216216216216,0.2,0.2224100852252931,0.7896863106935627,0.2922661853969903,0.0
5978,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,516,0,10,140,74,10,55,32,0.2837837837837837,0.6,0.6370090083532501,0.7886206473009078,0.6769347190477221,0.0
60450,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,506,0,10,139,74,10,90,50,0.1756756756756756,0.4,0.4971054939100121,0.7948423843490855,0.5581769900636,0.0
60450,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,510,0,10,139,74,10,90,50,0.1216216216216216,0.4,0.4939337751499176,0.7975071354266807,0.5433681235345322,0.0
60450,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,510,0,10,139,74,10,90,50,0.1081081081081081,0.3,0.4268453113027293,0.7932382084259507,0.5268925903387978,0.0
6323,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,450,0,10,140,75,10,35,22,0.24,0.55,0.6494134303747058,0.7954674577754531,0.7346495839471847,0.0
6323,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,450,0,10,140,75,10,35,22,0.2266666666666666,0.55,0.6521397468575842,0.7945873603533152,0.7456460618844519,0.0
6323,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,450,0,10,140,75,10,35,22,0.2266666666666666,0.55,0.6521397468575842,0.7945873603533152,0.7456460618844519,0.0
14918,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,510,0,10,140,75,10,52,30,0.32,0.6,0.6341060746181301,0.7858993091872165,0.6514577501961403,0.0
45050,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,509,0,10,140,75,10,23,16,0.2266666666666666,0.55,0.605890087075007,0.7837329173264533,0.6427421806349825,0.0
